,Domain,Realm,Kingdom,Phylum,Class,Order,Family
vOTU_597,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_625,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_675,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_707,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_729,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_770,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_782,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_787,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_836,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_993,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_219,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_1297,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1339,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_2034,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_2159,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_2248,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_2356,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_2473,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_2883,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_2989,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_41,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_978,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_357,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_825,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_1414,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1947,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae
vOTU_1113,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_1488,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_1662,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_642,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_6885,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_6888,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_1238,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1378,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1594,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_435,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_3583,Viruses,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales,Inoviridae
vOTU_1605,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1885,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_2254,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_5289,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_3935,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_57,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_2012,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_588,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_2707,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_2795,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_2379,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_86,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_274,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_275,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_276,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_281,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_284,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_290,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_1269,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1583,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_709,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_882,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1019,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1122,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1515,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_2058,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_2298,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_2336,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_242,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_303,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_403,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_489,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_553,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_570,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_775,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_409,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_687,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_2008,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1380,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1392,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_42,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_651,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_9083,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1903,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_14805,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_17678,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_17993,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_19812,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_19955,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_20799,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_21067,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_22289,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_23305,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_24399,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_4803,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_5003,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_5151,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_5181,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_5281,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_5441,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_5627,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_5635,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_5664,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_5763,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_5839,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_5875,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_5907,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6010,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6015,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6041,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6053,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6055,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6064,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6105,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6130,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6131,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6139,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6161,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6229,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6234,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6263,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6264,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6265,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6266,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6267,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6273,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6300,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6301,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6334,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6348,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6351,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6355,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6370,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6406,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6409,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6591,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6621,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6648,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6681,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6801,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6930,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_6973,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_7306,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_8215,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae
vOTU_958,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_2311,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_592,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_644,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_5073,Viruses,Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria
vOTU_5562,Viruses,Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria
vOTU_6082,Viruses,Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria
vOTU_6167,Viruses,Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria
vOTU_6296,Viruses,Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria
vOTU_6310,Viruses,Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria
vOTU_6312,Viruses,Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria
vOTU_6757,Viruses,Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria
vOTU_6761,Viruses,Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria
vOTU_6889,Viruses,Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria
vOTU_7028,Viruses,Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria
vOTU_7045,Viruses,Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria
vOTU_7429,Viruses,Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria
vOTU_8103,Viruses,Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria,Unclassified_Riboviria
vOTU_1086,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1170,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_2000,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_730,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1747,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1796,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_2247,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_3064,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_970,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_125,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_2143,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_2501,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_453,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_504,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_119,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_79,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_3137,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1355,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_13902,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_162,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_165,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_1760,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_2212,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_2982,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_385,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_448,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_5,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_568,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_780,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_142,Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses,Unclassified_Viruses
vOTU_1308,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1327,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_2372,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_375,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_430,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
